text,category,word_count,char_count,clean_text
What are the exchange rates you assign?,exchange_rate,7,39,what are the exchange rate you assign
How do you determine exchange rates?,exchange_rate,6,36,how do you determine exchange rate
How are your exchange rates calculated?,exchange_rate,6,39,how are your exchange rate calculated
How is an exchange rate calculated?,exchange_rate,6,35,how is an exchange rate calculated
"When exchanging, how much are the rates?",exchange_rate,7,40,when exchanging how much are the rate
What is the exchange rate for EUR?,exchange_rate,7,34,what is the exchange rate for eur
How can I find your exchange rates?,exchange_rate,7,35,how can i find your exchange rate
Could you please tell me your exchange rates?,exchange_rate,8,45,could you please tell me your exchange rate
Is there an exchange rate?,exchange_rate,5,26,is there an exchange rate
How does the exchange rate work?,exchange_rate,6,32,how doe the exchange rate work
What is the present state of the exchange rate?,exchange_rate,9,47,what is the present state of the exchange rate
How are foreign exchange rates determined?,exchange_rate,6,42,how are foreign exchange rate determined
How's the exchange rate looking right now?,exchange_rate,7,42,how 's the exchange rate looking right now
Please explain the exchange rates.,exchange_rate,5,34,please explain the exchange rate
What is the foreign exchange rate you will apply?,exchange_rate,9,49,what is the foreign exchange rate you will apply
explain the interbank exchange rate,exchange_rate,5,35,explain the interbank exchange rate
What will my exchange rate be?,exchange_rate,6,30,what will my exchange rate be
how do you get exchange rates,exchange_rate,6,29,how do you get exchange rate
What exchange rates do you use?,exchange_rate,6,31,what exchange rate do you use
How will I know what the exchange rate is?,exchange_rate,9,42,how will i know what the exchange rate is
What factors effect the exchange rate?,exchange_rate,6,38,what factor effect the exchange rate
Where does the exchange rate stand right now?,exchange_rate,8,45,where doe the exchange rate stand right now
I'd like to know what the foreign exchange rate will be.,exchange_rate,11,56,i 'd like to know what the foreign exchange rate will be
Does the exchange rate change?,exchange_rate,5,30,doe the exchange rate change
How do your exchange rates factor in?,exchange_rate,7,37,how do your exchange rate factor in
Will I know which exchange rate I will get?,exchange_rate,9,43,will i know which exchange rate i will get
How do I know what the exchange rate will be when I make an exchange.,exchange_rate,15,69,how do i know what the exchange rate will be when i make an exchange
Is the exchange rate the same on weekends as the weekdays?,exchange_rate,11,58,is the exchange rate the same on weekend a the weekday
How do you do exchanges?,exchange_rate,5,24,how do you do exchange
On what do you base your exchange rates?,exchange_rate,8,40,on what do you base your exchange rate
How do you come up with your exchange rate,exchange_rate,9,42,how do you come up with your exchange rate
What factors determine your exchange rate?,exchange_rate,6,42,what factor determine your exchange rate
How are the exchange rates determined?,exchange_rate,6,38,how are the exchange rate determined
I would like to know what your exchange rates are.,exchange_rate,10,50,i would like to know what your exchange rate are
Is the exchange rate current?,exchange_rate,5,29,is the exchange rate current
What are the exchange rates?,exchange_rate,5,28,what are the exchange rate
How much are the rates of exchange?,exchange_rate,7,35,how much are the rate of exchange
How do you decide what your exchange rates are?,exchange_rate,9,47,how do you decide what your exchange rate are
Your exchange rates are coming from where?,exchange_rate,7,42,your exchange rate are coming from where
Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from?,exchange_rate,19,105,is there a specific source that the exchange rate for the transfer i 'm planning on making is pulled from
How are the exchange rates for transfers calculated?,exchange_rate,8,52,how are the exchange rate for transfer calculated
How do I know how much money I will have when I travel abroad?,exchange_rate,14,62,how do i know how much money i will have when i travel abroad
How do you do currency exchanges?,exchange_rate,6,33,how do you do currency exchange
Can you explain your exchange rates basis?,exchange_rate,7,42,can you explain your exchange rate basis
How did you guys get your exchange rate?,exchange_rate,8,40,how did you guy get your exchange rate
Can you tell me your exchange rates?,exchange_rate,7,36,can you tell me your exchange rate
Could you tell me what your exchange rates are?,exchange_rate,9,47,could you tell me what your exchange rate are
Does this app have the same exchange rate as third parties?,exchange_rate,11,59,doe this app have the same exchange rate a third party
